RECORD_ID,BUSINESS_NAME,ADDRESS_LINE,ZIP,RECORD_OPEN_DATE,BUSINESS_SUB_INDUSTRY,SPECIFIC_USE,TTL_EMPLOYEE_COUNT,TTL_LEASED_PARKING,TTL_PROVIDED_PARKING,TTL_SQUARE_FOOTAGE
16BRC-01842,Edge Hair Salon,"250 University AV, SUITE 103",94301,"4/28/2016""  ""12\:00\:00 AM",Services,"Barber & Beauty Salons, Beauty Supplies, Dry Cleaners & Laundromats, Exercise & Fitness, Gym, Massage & Body Works, Nail Salons, Shoe Repairs, Tailors",0-25,5,0,2000
16BRC-00930,EDGETECH LAW LLP,"2225 E Bayshore RD, SUITE 200",94303,"3/17/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,250
16BRC-00673,Edgewood House Preschool,"493 W Charleston RD, SUITE",94306,"3/8/2016""  ""12\:00\:00 AM",Care Facility,Day Care Centers,0-25,4,5,1400
16BRC-01888,"Educational Connections-California, LLC","560 Oxford AV, SUITE 1",94306,"5/4/2016""  ""12\:00\:00 AM",Services,"Barber & Beauty Salons, Beauty Supplies, Dry Cleaners & Laundromats, Exercise & Fitness, Gym, Massage & Body Works, Nail Salons, Shoe Repairs, Tailors",0-25,0,1,224
16BRC-01208,Edward A Weiss MD INC,"900 Welch RD, SUITE 208",94304,"3/24/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,0,1000
16BRC-01941,Edward Jones,2778 Middlefield RD,94306,"5/16/2016""  ""12\:00\:00 AM",Services,"Accountants, Attorneys, Financial Institutions, Financial Services, Insurance, Other Legal",0-25,0,0,850
16BRC-02000,Edward Jones,"430 Sherman AV, SUITE 112",94306,"6/2/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,1370
16BRC-02000,Edward Jones,"430 Sherman AV, SUITE 112",94306,"6/2/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,1370
16BRC-00807,"Edwards Luggage, Inc","9 Stanford Shopping CTR, SUITE",94304,"3/11/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,0,2850
16BRC-01713,"Edwards Luggage, Inc","9 Stanford Shopping CTR, SUITE",94304,"4/4/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,0,2850
16BRC-01476,Egon Zehnder International Inc,1290 Page Mill RD,94304,"3/30/2016""  ""12\:00\:00 AM",Office,Consultants,0-25,0,28,8900
16BRC-01504,EID Architects LLC,412 Olive AV,94306,"3/30/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,4,1459
16BRC-00114,"Eiger BioPharmaceuticals, Inc","350 Cambridge AV, SUITE 350",94306,"3/2/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,3,1,1570
16BRC-01282,"Eileen Fisher, Inc.","180 El Camino Real, SUITE 114",94304,"3/25/2016""  ""12\:00\:00 AM",Retail,"Cards & Gifts, Clothing & Accessories, Department Stores, Sporting Goods, General, Jewelry, Shoes",0-25,0,0,2800
16BRC-01899,El Camino Youth Symphony Association,4055 Fabian,94303,"5/4/2016""  ""12\:00\:00 AM",Office,Administrative offices for nonprofits,0-25,0,6,1000
16BRC-00165,"Elaine M. Cabreza. DDS, Inc.","2421 Park BL, SUITE A204",94306,"3/2/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,5,1600
16BRC-00750,"Electric Power Research Institute, Inc.","3420 Hillview AV, SUITE",94304,"3/9/2016""  ""12\:00\:00 AM",Office,Administrative offices for nonprofits,101-500,0,323,99403
16BRC-00205,"Electron Optica, Inc.","1000 Elwell CT, SUITE 110",94303,"3/2/2016""  ""12\:00\:00 AM",Manufacturing & Processing,Research and Development,0-25,0,5,772
16BRC-01590,Elements Massage,"2190 E Bayshore RD, SUITE 160",94303,"3/31/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,0,1600
16BRC-00573,"Elinor L. Caustin, MSW, LCSW","230 S California AV, SUITE 110",94306,"3/6/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,1,0,640
16BRC-00490,Elite Cleaners,"468 University AV, SUITE",94301,"3/4/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,0,500
16BRC-00848,Elizabeth Biggart PhD,"550 Hamilton AV, SUITE 302",94301,"3/14/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,1,345
16BRC-00992,Elizabeth F. Gamble Garden,1431 Waverley ST,94301,"3/18/2016""  ""12\:00\:00 AM",Office,Administrative offices for nonprofits,0-25,0,30,5000
16BRC-00112,"Elizabeth Fraze, MD","900 Welch RD, SUITE 209",94304,"3/2/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,4,1500
16BRC-02027,Elliot Singer DMD,407 Cambridge AV,94306,"6/14/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,1,1,900
16BRC-01518,Embarcadero Media,450 Cambridge AV,94306,"3/30/2016""  ""12\:00\:00 AM",Office,Printing & Publishing,26-100,15,9,8000
16BRC-01489,Emerson Collective LLC,555 Bryant St Suite 259,94301,"3/30/2016""  ""12\:00\:00 AM",Office,Professional and General Business,26-100,15,0,11932
16BRC-01647,Emerson laundry & Dry cleaners,926 Emerson ST,94301,"3/31/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,5,2100
16BRC-01355,Empirical Education Inc.,"425 Sherman AV, SUITE 210",94306,"3/28/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,2,0,2610
16BRC-01253,"ENCON Energy Conservation Company, Inc.","801 E Charleston RD, SUITE Suite A",94303,"3/25/2016""  ""12\:00\:00 AM",Office,Consultants,0-25,0,17,4320
16BRC-00513,Endodontic Health of Palo Alto,"3525 Alma ST, SUITE",94306,"3/4/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,2,1100
16BRC-00053,"End-to-End Analytics, LLC","2595 E Bayshore RD, SUITE 240",94303,"3/2/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,12,3985
16BRC-01511,Entefy,390 Cambridge AV,94306,"3/30/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,3800
16BRC-01976,Enterprise Rent-A-Car,814 San Antonio RD,94303,"5/23/2016""  ""12\:00\:00 AM",Auto Related,Rental & Leasing,0-25,0,23,2880
16BRC-00753,Environmental Volunteers,"2560 Embarcadero RD, SUITE",94303,"3/9/2016""  ""12\:00\:00 AM",Office,Administrative offices for nonprofits,0-25,0,3,2861
16BRC-00600,Eonite Perception Inc.,"969 Commercial ST, SUITE",94303,"3/7/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,10,6013
16BRC-01427,Ephox Corporation,"2100 Geng RD, SUITE Suite 220",94303,"3/29/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,20,3741
16BRC-01218,"Epiphan Systems, Inc.","116 University AV, SUITE 100",94301,"3/24/2016""  ""12\:00\:00 AM",Office,Marketing & Communication,0-25,4,0,1872
16BRC-01288,"Epix Orthopaedics, Inc.",445 Lambert AV,94306,"3/25/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,2,100
16BRC-01603,Equifax,"101 University AV, SUITE 400",94301,"3/31/2016""  ""12\:00\:00 AM",Office,Financial Services,26-100,18,6,2500
16BRC-00462,"Equinix (US) Enterprises, Inc.","529 Bryant ST, SUITE",94301,"3/3/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,1407
16BRC-00465,Equinix LLC,"529 Bryant ST, SUITE",94301,"3/3/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,80,150,45319
16BRC-01451,Equinox Fitness Palo Alto Inc.,440 Portage AV,94306,"3/30/2016""  ""12\:00\:00 AM",Services,"Barber & Beauty Salons, Beauty Supplies, Dry Cleaners & Laundromats, Exercise & Fitness, Gym, Massage & Body Works, Nail Salons, Shoe Repairs, Tailors",26-100,0,91,31404
16BRC-00935,Ergo Works Inc.,"2904 Ash ST, SUITE A",94306,"3/17/2016""  ""12\:00\:00 AM",Office,Consultants,0-25,0,7,2300
16BRC-01821,"Ergo Works, Inc.","2904 Ash ST, SUITE A",94306,"4/25/2016""  ""12\:00\:00 AM",Office,Consumer Electronics & Accessories,0-25,0,7,2100
16BRC-00318,"Eric Miller, PhD","555 Middlefield RD, SUITE 208",94301,"3/2/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,1,111
16BRC-01736,Ermenegildo Zegna,"180 El Camino Real, SUITE A123",94304,"4/6/2016""  ""12\:00\:00 AM",Retail,"Cards & Gifts, Clothing & Accessories, Department Stores, Sporting Goods, General, Jewelry, Shoes",0-25,0,0,2303
16BRC-00649,"Erna Wenus, L.Ac.","2251 High ST, SUITE",94301,"3/8/2016""  ""12\:00\:00 AM",Healthcare,Acupuncture,0-25,0,2,250
16BRC-00752,Escalon Services,"2600 El Camino Real, SUITE 601",94306,"3/9/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,2000
16BRC-00097,"Espresa, Inc","2479 E Bayshore RD, SUITE 240",94303,"3/2/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,3300
16BRC-01548,essentique,"2417 Park BL, SUITE C102",94306,"3/30/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,2,1300
16BRC-00589,"Essex Woodlands Management, Inc.","335 Bryant ST, SUITE 3rd Floor",94301,"3/7/2016""  ""12\:00\:00 AM",Unknown,Unknown,0-25,2,5,3719
16BRC-00803,ET Healthcare Inc.,"2454 Embarcadero WY, SUITE",94303,"3/11/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,14,14,5459
16BRC-00714,Eton Corporation,"1015 Corporation WY, SUITE",94303,"3/9/2016""  ""12\:00\:00 AM",Office,Consumer Electronics & Accessories,0-25,0,0,11072
16BRC-01845,"Euromarket Designs, Inc. DBA Crate & Barrel","180 El Camino Real, SPACE Z530",94304,"4/29/2016""  ""12\:00\:00 AM",Retail,General Retail,26-100,0,2,39173
16BRC-01510,Euromart,3707 El Camino Real,94306,"3/30/2016""  ""12\:00\:00 AM",Eating & Drinking Establishments,"Grocery, beverages, tobacco",0-25,0,5,2500
16BRC-00393,EUROPEAN ASIAN AUTO CENTER,"111 Homer AV, SUITE",94301,"3/3/2016""  ""12\:00\:00 AM",Auto Related,"Service, Repair & Parts",0-25,4,14,5000
16BRC-00676,European Cabinets by Design,"864 San Antonio RD, SUITE",94303,"3/8/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,14,6000
16BRC-02079,"Event Presence, Inc.","941 Charleston, SUITE 110",94303,"7/19/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,2,300
16BRC-01021,Ever Curious Corporation,470 Ramona ST,94301,"3/21/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,800
16BRC-01932,Ever Curious Corporation,470 Ramona ST,94301,"5/12/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,100
16BRC-01113,"Everest, Inc.",940 Industrial AV,94303,"3/24/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,8,7100
16BRC-00565,Evergreen Park Dental,"2290 Birch ST, SUITE Suite B",94306,"3/4/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,2,0,1049
16BRC-01421,"Eversight, Inc.","2479 E Bayshore RD, SUITE 175",94303,"3/29/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,5,2800
16BRC-00878,Evvia Estiatorio,"420 Emerson ST, SUITE",94301,"3/15/2016""  ""12\:00\:00 AM",Eating & Drinking Establishments,Eating and Drinking Services,26-100,0,0,3750
16BRC-00601,Extraordinary Smile,"435 Middlefield RD, SUITE",94301,"3/7/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,4,7,1855
16BRC-00797,Eye On Vision Optometry,"442 Ramona ST, SUITE",94301,"3/11/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,0,1200
16BRC-01571,Ezhome,"260 Sheridan AV, SUITE 100",94306,"3/31/2016""  ""12\:00\:00 AM",Retail,"Antiques & Collectables, Cleaning, Crafts, Hobbies & Sports, Flower Shops, Home Furnishings, Home Goods, Home Improvements & Repairs, Landscape & Lawn Service, Pest Control, Pool Supplies & Service, Security System & Services",0-25,0,5,4000
16BRC-02113,"F8 Asia Growth Partners, LLC","435 Tasso, SUITE 315",94301,"8/31/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,8,2,2896
16BRC-01344,"Falk, Cornell & Associates, LLP","350 Cambridge AV, SUITE 130",94306,"3/28/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,2,2,2250
16BRC-00366,FAMBRINI`S CAFE,"2600 El Camino Real, SUITE Ste.220",94306,"3/3/2016""  ""12\:00\:00 AM",Eating & Drinking Establishments,Eating and Drinking Services,0-25,0,0,1200
16BRC-01105,Family and Children Services,375 Cambridge AV,94306,"3/24/2016""  ""12\:00\:00 AM",Office,Administrative offices for nonprofits,0-25,4,5,3000
16BRC-01630,Family Fashion Cuts,3666 El Camino Real,94306,"3/31/2016""  ""12\:00\:00 AM",Services,Personal Services,0-25,0,4,750
16BRC-01509,Famous Beauty Salon,3777 El Camino Real,94306,"3/30/2016""  ""12\:00\:00 AM",Services,Personal Services,0-25,0,0,1000
16BRC-01608,Farmers Insurance,444 S California AV,94306,"3/31/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,2,3,400
16BRC-00177,Farmers Insurance - DBA Jay Schmidt Insurance Agency,"459 Hamilton AV, SUITE 207",94301,"3/2/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,200
16BRC-00358,"Farnam Street Financial, Inc","525 University AV, SUITE 220",94301,"3/3/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,1,1,40
16BRC-01851,Fashion Passion,"180 El Camino Real, SUITE 240",94304,"4/29/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,0,1000
16BRC-00361,"Federal Arbitration, Inc.","4083 Transport ST, SUITE B",94303,"3/3/2016""  ""12\:00\:00 AM",Services,"Accountants, Attorneys, Financial Institutions, Financial Services, Insurance, Other Legal",0-25,0,0,800
16BRC-00199,"Feedly, Inc.","285 Hamilton AV, SUITE 250",94301,"3/2/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,2,0,1000
16BRC-01321,FEGU INC,"999 Commercial ST, SUITE 202",94303,"3/28/2016""  ""12\:00\:00 AM",Office,Computer Programming & Support,0-25,0,1,190
16BRC-00928,Feinberg Medical Legal,"825 El Camino Real, SUITE",94301,"3/17/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,0,140
16BRC-01096,"Felicis Ventures Management Company, LLC","530 Lytton AV, SUITE 305",94301,"3/23/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,10,5022
16BRC-01694,Fergus Garber Young Architects,81 Encina AV,94301,"4/3/2016""  ""12\:00\:00 AM",Services,"Architects, Landscape Architects, Designers",0-25,0,5,4560
16BRC-01816,fiber internet center llc,"2635 Park BL, SUITE 0",94306,"4/25/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,12,3000
16BRC-01103,Fidelity Brokerage Services LLC,251 University AV,94301,"3/24/2016""  ""12\:00\:00 AM",Services,"Accountants, Attorneys, Financial Institutions, Financial Services, Insurance, Other Legal",0-25,0,0,4050
16BRC-00299,"Field Architecture, Inc.","974 Commercial ST, SUITE 104",94303,"3/2/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,5,1800
16BRC-01716,"Fillmore & 5th Designer Consignment, Inc.","855 El Camino Real, SUITE 88",94301,"4/4/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,0,1337
16BRC-02158,Financial Architects Partners,"260 Sheridan AV, SUITE 401",94306,"10/13/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,8,3150
16BRC-00395,Finch Montgomery Wright LLP,"350 Cambridge AV, SUITE 175",94306,"3/3/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,4,1,1575
16BRC-00151,"Finnegan, Henderson, Farabow, Garrett & Dunner, L.L.P.","3300 Hillview AV, SUITE 2nd floor",94304,"3/2/2016""  ""12\:00\:00 AM",Office,Professional and General Business,26-100,0,68,23000
16BRC-00975,Fiorano Software Inc.,"230 S California AV, SUITE suite 103",94306,"3/18/2016""  ""12\:00\:00 AM",Office,Computer Programming & Support,0-25,0,0,655
16BRC-01680,"Fire , Oak & Barley",341 S California AV,94306,"4/1/2016""  ""12\:00\:00 AM",Eating & Drinking Establishments,Eating and Drinking Services,0-25,0,0,4000
16BRC-00130,Firelake Capital Management LLC,"575 High ST, SUITE 330",94301,"3/2/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,3,2700
16BRC-00960,First Baptist Church of Palo Alto,"305 N California AV, SUITE",94301,"3/17/2016""  ""12\:00\:00 AM",Public Assembly,Churches and Religious Institutions,0-25,0,8,37000
16BRC-01376,First Christian Church,2890 Middlefield RD,94306,"3/28/2016""  ""12\:00\:00 AM",Public Assembly,Churches and Religious Institutions,0-25,0,70,32570
16BRC-01083,FIRST REPUBLIC BANK,2275 El Camino Real,94306,"3/23/2016""  ""12\:00\:00 AM",Services,"Accountants, Attorneys, Financial Institutions, Financial Services, Insurance, Other Legal",26-100,0,20,13409
16BRC-01083,FIRST REPUBLIC BANK,2275 El Camino Real,94306,"3/23/2016""  ""12\:00\:00 AM",Services,"Accountants, Attorneys, Financial Institutions, Financial Services, Insurance, Other Legal",26-100,0,20,13409
16BRC-00149,First Tech Federal Credit Union,"3000 Hanover ST, SUITE Bldg 20C",94304,"3/2/2016""  ""12\:00\:00 AM",Office,Financial Services,0-25,0,2,422
16BRC-01560,First United Methodist Church of Palo Alto,625 Hamilton AV,94301,"3/31/2016""  ""12\:00\:00 AM",Public Assembly,Churches and Religious Institutions,0-25,0,29,50000
16BRC-00910,Fish Six Resturant Corp. (dba The Melt),"180 El Camino Real, SUITE",94304,"3/16/2016""  ""12\:00\:00 AM",Eating & Drinking Establishments,Eating and Drinking Services,0-25,0,0,2146
16BRC-01209,Fish Window Cleaning,"992 San Antonio RD, SUITE NA",94303,"3/24/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,2,750
16BRC-00075,"FitLife by MC, LLC dba Pure Barre","299 S California AV, SUITE 100",94306,"3/2/2016""  ""12\:00\:00 AM",Services,"Barber & Beauty Salons, Beauty Supplies, Dry Cleaners & Laundromats, Exercise & Fitness, Gym, Massage & Body Works, Nail Salons, Shoe Repairs, Tailors",0-25,0,0,1350
16BRC-01974,Five Ten,510 Waverley ST,94301,"5/23/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,1,175
16BRC-00868,Five9 Network Systems,"3600 W Bayshore RD, SUITE 105",94303,"3/15/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,3,1200
16BRC-00160,"Flak42, Inc","125 University AV, SUITE 270",94301,"3/2/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,1,0,100
16BRC-02095,Fleming's Prime Steakhouse & Wine Bar #1550,"180 El Camino Real, SUITE 2",94304,"8/9/2016""  ""12\:00\:00 AM",Eating & Drinking Establishments,Eating and Drinking Services,26-100,0,75,9975
16BRC-02120,Fleming's Prime Steakhouse and Wine Bar #1550,"180 El Camino Real, SUITE 2",94304,"9/7/2016""  ""12\:00\:00 AM",Eating & Drinking Establishments,Eating and Drinking Services,26-100,10,339,7088
16BRC-00891,Flight Ventures,"2625 Middlefield RD, SUITE 880",94306,"3/15/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,500
16BRC-00657,"Flipboard, Inc.","232 Homer AV, SUITE",94301,"3/8/2016""  ""12\:00\:00 AM",Office,Professional and General Business,26-100,0,4,8474
16BRC-00657,"Flipboard, Inc.","232 Homer AV, SUITE",94301,"3/8/2016""  ""12\:00\:00 AM",Office,Professional and General Business,26-100,0,4,8474
16BRC-00657,"Flipboard, Inc.","232 Homer AV, SUITE",94301,"3/8/2016""  ""12\:00\:00 AM",Office,Professional and General Business,26-100,0,4,8474
16BRC-00444,"Floodgate Management Company, LLC","820 Ramona ST, SUITE 200",94301,"3/3/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,3,2611
16BRC-00593,FLOR Inc,"321 University AV, SUITE",94301,"3/7/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,0,1300
16BRC-00443,"Flybits US, Inc.","540 University AV, SUITE 300",94301,"3/3/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,100
16BRC-01765,FlyData Inc.,"460 S California AV, SUITE B2",94306,"4/8/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,7,0,1300
16BRC-00371,"Focus Management, Inc.","525 University AV, SUITE 225",94301,"3/3/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,5,1200
16BRC-01549,"Foghorn Systems, Inc.","720 University AV, SUITE 200",94301,"3/30/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,8,2200
16BRC-00127,Foley & Lardner LLP,"975 Page Mill RD, SUITE",94304,"3/2/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,23744
16BRC-02019,Folio3,"941 E Charleston RD, SUITE 101",94303,"6/10/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,1,250
16BRC-01199,Folloze,"480 S California AV, SUITE 104",94306,"3/24/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,1200
16BRC-00324,Fonly LLC,"2460 Park BL, SUITE Ste 1",94306,"3/2/2016""  ""12\:00\:00 AM",Office,Consultants,0-25,1,0,400
16BRC-01609,FOODCOMM INTERNATIONAL DBA THOMAS FOODS INTERNATIONAL,4260 El Camino Real,94306,"3/31/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,0,5000
16BRC-00084,Foothills Tennis & Swimming Club,"3351 Miranda AV, SUITE",94304,"3/2/2016""  ""12\:00\:00 AM",Public Assembly,"Private Clubs, Lodges, or Fraternal Organizations",0-25,0,74,174240
16BRC-00923,Footwear etc.,"463 University AV, SUITE",94301,"3/17/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,0,2700
16BRC-01984,For Eyes Optical,"855 El Camino Real, SUITE 83",94301,"5/25/2016""  ""12\:00\:00 AM",Retail,"Cards & Gifts, Clothing & Accessories, Department Stores, Sporting Goods, General, Jewelry, Shoes",0-25,0,0,1387
16BRC-01273,"Forbes Marshall, Inc.","480 S California AV, SUITE 102",94306,"3/25/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,795
16BRC-00618,Ford Motor Company,"3200 Hillview AV, SUITE 200",94304,"3/7/2016""  ""12\:00\:00 AM",Manufacturing & Processing,Research and Development,101-500,0,84,25000
16BRC-00564,Forest Spa Boutique,"530 Ramona ST, SUITE b",94301,"3/4/2016""  ""12\:00\:00 AM",Services,Personal Services,0-25,1,0,875
16BRC-01202,Forever Flawless,267 University AV,94301,"3/24/2016""  ""12\:00\:00 AM",Services,Personal Services,0-25,0,0,800
16BRC-00068,Form Fitness,"445 Bryant ST, SUITE",94301,"3/2/2016""  ""12\:00\:00 AM",Services,Personal Services,0-25,3,0,7600
16BRC-00438,Formation8 Partners LLC,"435 Tasso ST, SUITE 315",94301,"3/3/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,4,0,2896
16BRC-00840,"Forty Seven, Inc.","1661 Page Mill RD, SUITE C",94304,"3/14/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,50,4577
16BRC-00837,"Forward Networks, Inc.","550 S California AV, SUITE 200",94306,"3/14/2016""  ""12\:00\:00 AM",Office,Computer Programming & Support,0-25,0,0,5600
16BRC-00070,Foster Art & Wilderness Foundation,"940 Commercial ST, SUITE",94303,"3/2/2016""  ""12\:00\:00 AM",Office,Administrative offices for nonprofits,0-25,0,10,14000
16BRC-00192,Founder Institute Inc.,"3337 El Camino Real, SUITE N/A",94306,"3/2/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,3392
16BRC-01163,Fraiche,200 Hamilton AV,94301,"3/24/2016""  ""12\:00\:00 AM",Eating & Drinking Establishments,Eating and Drinking Services,0-25,2,0,2000
16BRC-01291,"Frances Wren MD, Inc","550 Hamilton AV, SUITE 305",94301,"3/25/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,1,337
16BRC-01145,Francescas Collections Inc,"855 El Camino Real, SUITE 10A",94301,"3/24/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,0,1300
16BRC-01333,"Francis H. Koch, MD, Inc.","211 Quarry RD, SUITE STE #203",94304,"3/28/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,0,1000
16BRC-01343,"Frank A. Branson, Inc.",200 Homer AV,94301,"3/28/2016""  ""12\:00\:00 AM",Office,Financial Services,0-25,0,0,350
16BRC-00376,frank l altick dds apc,"824 Bryant ST, SUITE",94301,"3/3/2016""  ""12\:00\:00 AM",Healthcare,Medical Office,0-25,4,6,750
